country,country_code,year,gini
Montenegro,MNE,2012.0,41.2
Mongolia,MNG,2012.0,33.8
Mauritius,MUS,2012.0,38.5
Nigeria,NGA,2012.0,35.5
Netherlands,NLD,2012.0,27.6
Norway,NOR,2012.0,25.7
Nauru,NRU,2012.0,32.4
Panama,PAN,2012.0,51.7
Peru,PER,2012.0,44.4
Philippines,PHL,2012.0,46.5
Poland,POL,2012.0,33.0
Portugal,PRT,2012.0,36.0
Paraguay,PRY,2012.0,47.6
Romania,ROU,2012.0,36.5
Russian Federation,RUS,2012.0,40.7
Solomon Islands,SLB,2012.0,37.1
El Salvador,SLV,2012.0,41.8
Serbia,SRB,2012.0,39.9
Slovak Republic,SVK,2012.0,26.1
Slovenia,SVN,2012.0,25.6
Sweden,SWE,2012.0,27.6
Thailand,THA,2012.0,39.3
Turkiye,TUR,2012.0,40.2
Uganda,UGA,2012.0,41.0
Ukraine,UKR,2012.0,24.7
Uruguay,URY,2012.0,39.9
United States,USA,2012.0,41.2
Viet Nam,VNM,2012.0,35.6
Kosovo,XKX,2012.0,29.0
United Arab Emirates,ARE,2013.0,32.5
Argentina,ARG,2013.0,41.1
Armenia,ARM,2013.0,30.6
Austria,AUT,2013.0,30.8
Burundi,BDI,2013.0,38.6
Belgium,BEL,2013.0,27.7
Bulgaria,BGR,2013.0,36.6
Belarus,BLR,2013.0,26.6
Bolivia,BOL,2013.0,47.6
Brazil,BRA,2013.0,52.7
Canada,CAN,2013.0,33.8
Switzerland,CHE,2013.0,32.5
Chile,CHL,2013.0,46.8
China,CHN,2013.0,39.7
Colombia,COL,2013.0,52.6
Costa Rica,CRI,2013.0,49.2
Cyprus,CYP,2013.0,37.0
Czechia,CZE,2013.0,26.5
Germany,DEU,2013.0,31.5
Djibouti,DJI,2013.0,44.1
Denmark,DNK,2013.0,28.5
Dominican Republic,DOM,2013.0,47.7
Ecuador,ECU,2013.0,46.9
Spain,ESP,2013.0,36.2
Estonia,EST,2013.0,35.1
Finland,FIN,2013.0,27.2
Fiji,FJI,2013.0,36.7
France,FRA,2013.0,32.5
"Micronesia, Fed. Sts.",FSM,2013.0,40.1
United Kingdom,GBR,2013.0,32.7
Georgia,GEO,2013.0,38.6
Greece,GRC,2013.0,36.1
Honduras,HND,2013.0,50.0
Croatia,HRV,2013.0,32.0
Hungary,HUN,2013.0,31.5
Indonesia,IDN,2013.0,38.9
Ireland,IRL,2013.0,33.5
"Iran, Islamic Rep.",IRN,2013.0,34.0
Iceland,ISL,2013.0,25.4
Israel,ISR,2013.0,39.9
Italy,ITA,2013.0,34.9
Japan,JPN,2013.0,31.5
Kazakhstan,KAZ,2013.0,27.1
Kyrgyz Republic,KGZ,2013.0,28.8
Lithuania,LTU,2013.0,35.3
Luxembourg,LUX,2013.0,32.0
Latvia,LVA,2013.0,35.5
Morocco,MAR,2013.0,39.5
Moldova,MDA,2013.0,28.5
North Macedonia,MKD,2013.0,36.2
Malta,MLT,2013.0,28.8
Montenegro,MNE,2013.0,39.0
Malaysia,MYS,2013.0,41.3
Netherlands,NLD,2013.0,28.1
Norway,NOR,2013.0,26.4
Pakistan,PAK,2013.0,29.5
Panama,PAN,2013.0,51.5
Peru,PER,2013.0,43.9
Poland,POL,2013.0,33.1
Portugal,PRT,2013.0,36.2
Paraguay,PRY,2013.0,47.9
Romania,ROU,2013.0,36.9
Russian Federation,RUS,2013.0,40.9
Rwanda,RWA,2013.0,45.1
El Salvador,SLV,2013.0,43.4
Serbia,SRB,2013.0,39.4
Slovak Republic,SVK,2013.0,28.1
Slovenia,SVN,2013.0,26.2
Sweden,SWE,2013.0,28.8
Seychelles,SYC,2013.0,46.8
Thailand,THA,2013.0,37.8
Turkiye,TUR,2013.0,40.2
Ukraine,UKR,2013.0,24.6
Uruguay,URY,2013.0,40.5
United States,USA,2013.0,40.9
Samoa,WSM,2013.0,38.7
Kosovo,XKX,2013.0,26.3
Albania,ALB,2014.0,34.6
Argentina,ARG,2014.0,41.8
Armenia,ARM,2014.0,31.5
Australia,AUS,2014.0,34.4
Austria,AUT,2014.0,30.5
Belgium,BEL,2014.0,28.1
Burkina Faso,BFA,2014.0,35.3
Bulgaria,BGR,2014.0,37.4
Belarus,BLR,2014.0,27.2
Bolivia,BOL,2014.0,47.8
Brazil,BRA,2014.0,52.0
Canada,CAN,2014.0,33.2
Switzerland,CHE,2014.0,32.5
China,CHN,2014.0,39.2
Cameroon,CMR,2014.0,46.6
Colombia,COL,2014.0,52.5
Comoros,COM,2014.0,45.3
Costa Rica,CRI,2014.0,48.6
Cyprus,CYP,2014.0,35.6
Czechia,CZE,2014.0,25.9
Germany,DEU,2014.0,30.8
Denmark,DNK,2014.0,28.4
Dominican Republic,DOM,2014.0,44.3
Ecuador,ECU,2014.0,45.0
Spain,ESP,2014.0,36.1
Estonia,EST,2014.0,34.6
Finland,FIN,2014.0,26.8
France,FRA,2014.0,32.3
United Kingdom,GBR,2014.0,33.1
Georgia,GEO,2014.0,37.6
Greece,GRC,2014.0,35.8
Guatemala,GTM,2014.0,48.3
Honduras,HND,2014.0,49.9
Croatia,HRV,2014.0,32.1
Hungary,HUN,2014.0,30.9
Indonesia,IDN,2014.0,38.8
Ireland,IRL,2014.0,31.9
"Iran, Islamic Rep.",IRN,2014.0,34.8
Iceland,ISL,2014.0,27.8
Israel,ISR,2014.0,39.8
Italy,ITA,2014.0,34.7
Japan,JPN,2014.0,31.3
Kazakhstan,KAZ,2014.0,27.0
Kyrgyz Republic,KGZ,2014.0,26.8
"Korea, Rep.",KOR,2014.0,31.2
Liberia,LBR,2014.0,33.2
Lithuania,LTU,2014.0,37.7
Luxembourg,LUX,2014.0,31.2
Latvia,LVA,2014.0,35.1
Moldova,MDA,2014.0,26.8
Mexico,MEX,2014.0,48.9
North Macedonia,MKD,2014.0,35.2
Malta,MLT,2014.0,29.0
Montenegro,MNE,2014.0,38.8
Mongolia,MNG,2014.0,32.0
Mozambique,MOZ,2014.0,54.0
Mauritania,MRT,2014.0,32.6
Niger,NER,2014.0,34.3
Nicaragua,NIC,2014.0,46.2
Netherlands,NLD,2014.0,28.6
Norway,NOR,2014.0,26.8
Panama,PAN,2014.0,50.5
Peru,PER,2014.0,43.1
Poland,POL,2014.0,32.8
Portugal,PRT,2014.0,35.6
Paraguay,PRY,2014.0,50.7
Romania,ROU,2014.0,36.0
Russian Federation,RUS,2014.0,36.9
Sudan,SDN,2014.0,34.2
El Salvador,SLV,2014.0,41.6
Serbia,SRB,2014.0,40.4
Slovak Republic,SVK,2014.0,26.1
Slovenia,SVN,2014.0,25.7
Sweden,SWE,2014.0,28.4
Thailand,THA,2014.0,37.0
Timor-Leste,TLS,2014.0,28.7
Turkiye,TUR,2014.0,41.2
Ukraine,UKR,2014.0,24.0
Uruguay,URY,2014.0,40.1
United States,USA,2014.0,41.7
Viet Nam,VNM,2014.0,34.8
Kosovo,XKX,2014.0,27.3
"Yemen, Rep.",YEM,2014.0,36.7
South Africa,ZAF,2014.0,63.0
Albania,ALB,2015.0,32.8
Armenia,ARM,2015.0,32.4
Austria,AUT,2015.0,30.5
Belgium,BEL,2015.0,27.7
Benin,BEN,2015.0,47.6
Bulgaria,BGR,2015.0,38.6
Belarus,BLR,2015.0,25.6
Bolivia,BOL,2015.0,46.7
Brazil,BRA,2015.0,51.9
Botswana,BWA,2015.0,54.9
Canada,CAN,2015.0,33.7
Switzerland,CHE,2015.0,32.3
Chile,CHL,2015.0,45.3
China,CHN,2015.0,38.6
Cote d'Ivoire,CIV,2015.0,41.5
Colombia,COL,2015.0,51.0
Cabo Verde,CPV,2015.0,42.4
Costa Rica,CRI,2015.0,48.4
Cyprus,CYP,2015.0,34.0
Czechia,CZE,2015.0,25.9
Germany,DEU,2015.0,31.7
Denmark,DNK,2015.0,28.2
Dominican Republic,DOM,2015.0,45.2
Ecuador,ECU,2015.0,46.0
"Egypt, Arab Rep.",EGY,2015.0,31.8
Spain,ESP,2015.0,36.2
Estonia,EST,2015.0,32.7
Ethiopia,ETH,2015.0,35.0
Finland,FIN,2015.0,27.1
France,FRA,2015.0,32.7
United Kingdom,GBR,2015.0,33.3
Georgia,GEO,2015.0,36.5
"Gambia, The",GMB,2015.0,35.9
Greece,GRC,2015.0,36.0
Honduras,HND,2015.0,49.2
Croatia,HRV,2015.0,31.1
Hungary,HUN,2015.0,30.4
Indonesia,IDN,2015.0,38.2
Ireland,IRL,2015.0,31.8
"Iran, Islamic Rep.",IRN,2015.0,35.3
Iceland,ISL,2015.0,26.8
Israel,ISR,2015.0,39.7
Italy,ITA,2015.0,35.4
Japan,JPN,2015.0,30.7
Kazakhstan,KAZ,2015.0,26.8
Kenya,KEN,2015.0,40.8
Kyrgyz Republic,KGZ,2015.0,29.0
St. Lucia,LCA,2015.0,43.7
Lithuania,LTU,2015.0,37.4
Luxembourg,LUX,2015.0,32.9
Latvia,LVA,2015.0,34.2
Moldova,MDA,2015.0,27.0
North Macedonia,MKD,2015.0,35.6
Malta,MLT,2015.0,29.4
Myanmar,MMR,2015.0,38.1
Montenegro,MNE,2015.0,39.0
Malaysia,MYS,2015.0,41.1
Namibia,NAM,2015.0,59.1
Nigeria,NGA,2015.0,35.9
Netherlands,NLD,2015.0,28.2
Norway,NOR,2015.0,27.5
Pakistan,PAK,2015.0,31.3
Panama,PAN,2015.0,50.8
Peru,PER,2015.0,43.4
Philippines,PHL,2015.0,44.6
Poland,POL,2015.0,31.8
Portugal,PRT,2015.0,35.5
Paraguay,PRY,2015.0,47.6
Romania,ROU,2015.0,35.9
Russian Federation,RUS,2015.0,36.5
El Salvador,SLV,2015.0,40.6
Serbia,SRB,2015.0,40.5
Slovak Republic,SVK,2015.0,26.5
Slovenia,SVN,2015.0,25.4
Sweden,SWE,2015.0,29.2
Togo,TGO,2015.0,43.0
Thailand,THA,2015.0,36.0
Tajikistan,TJK,2015.0,34.0
Tonga,TON,2015.0,33.5
Tunisia,TUN,2015.0,32.8
Turkiye,TUR,2015.0,42.9
Ukraine,UKR,2015.0,25.5
Uruguay,URY,2015.0,40.1
United States,USA,2015.0,41.5
Kosovo,XKX,2015.0,26.5
Zambia,ZMB,2015.0,55.8
Albania,ALB,2016.0,33.7
Argentina,ARG,2016.0,42.3
Armenia,ARM,2016.0,32.5
Australia,AUS,2016.0,33.7
Austria,AUT,2016.0,30.8
Belgium,BEL,2016.0,27.6
Bangladesh,BGD,2016.0,32.4
Bulgaria,BGR,2016.0,40.6
Belarus,BLR,2016.0,25.3
Bolivia,BOL,2016.0,45.2
Brazil,BRA,2016.0,53.4
Barbados,BRB,2016.0,34.1
Canada,CAN,2016.0,32.7
Switzerland,CHE,2016.0,33.0
China,CHN,2016.0,38.5
Colombia,COL,2016.0,50.6
Costa Rica,CRI,2016.0,48.7
Cyprus,CYP,2016.0,32.9
Czechia,CZE,2016.0,25.4
Germany,DEU,2016.0,31.4
Denmark,DNK,2016.0,28.2
Dominican Republic,DOM,2016.0,45.7
Ecuador,ECU,2016.0,45.0
Spain,ESP,2016.0,35.8
Estonia,EST,2016.0,31.2
Finland,FIN,2016.0,27.1
France,FRA,2016.0,31.9
United Kingdom,GBR,2016.0,33.1
Georgia,GEO,2016.0,36.6
Ghana,GHA,2016.0,43.5
Greece,GRC,2016.0,35.0
Honduras,HND,2016.0,49.8
Croatia,HRV,2016.0,30.9
Hungary,HUN,2016.0,30.3
Indonesia,IDN,2016.0,36.9
Ireland,IRL,2016.0,32.8
"Iran, Islamic Rep.",IRN,2016.0,35.9
Iceland,ISL,2016.0,27.2
Israel,ISR,2016.0,39.0
Italy,ITA,2016.0,35.2
Japan,JPN,2016.0,31.8
Kazakhstan,KAZ,2016.0,27.2
Kyrgyz Republic,KGZ,2016.0,26.8
"Korea, Rep.",KOR,2016.0,35.2
Liberia,LBR,2016.0,35.3
Sri Lanka,LKA,2016.0,39.3
Lithuania,LTU,2016.0,38.4
Luxembourg,LUX,2016.0,31.7
Latvia,LVA,2016.0,34.3
Moldova,MDA,2016.0,26.3
Maldives,MDV,2016.0,31.3
Mexico,MEX,2016.0,46.9
North Macedonia,MKD,2016.0,34.5
Malta,MLT,2016.0,29.1
Montenegro,MNE,2016.0,38.5
Mongolia,MNG,2016.0,32.3
Malawi,MWI,2016.0,44.7
Netherlands,NLD,2016.0,28.2
Norway,NOR,2016.0,28.5
Panama,PAN,2016.0,50.4
Peru,PER,2016.0,43.6
Poland,POL,2016.0,31.2
Portugal,PRT,2016.0,35.2
Paraguay,PRY,2016.0,47.9
West Bank and Gaza,PSE,2016.0,33.7
Romania,ROU,2016.0,34.4
Russian Federation,RUS,2016.0,36.7
Rwanda,RWA,2016.0,43.7
El Salvador,SLV,2016.0,40.0
Serbia,SRB,2016.0,38.8
South Sudan,SSD,2016.0,44.0
Slovak Republic,SVK,2016.0,25.2
Slovenia,SVN,2016.0,24.8
Sweden,SWE,2016.0,29.6
Eswatini,SWZ,2016.0,54.6
Thailand,THA,2016.0,36.7
Turkiye,TUR,2016.0,41.9
Uganda,UGA,2016.0,42.8
Ukraine,UKR,2016.0,25.0
Uruguay,URY,2016.0,39.7
United States,USA,2016.0,41.3
Viet Nam,VNM,2016.0,35.3
Kosovo,XKX,2016.0,26.7
Albania,ALB,2017.0,33.1
Argentina,ARG,2017.0,41.4
Armenia,ARM,2017.0,33.6
Austria,AUT,2017.0,29.7
Belgium,BEL,2017.0,27.4
Bulgaria,BGR,2017.0,40.4
Belarus,BLR,2017.0,25.4
Bolivia,BOL,2017.0,44.6
Brazil,BRA,2017.0,53.3
Bhutan,BTN,2017.0,37.4
Canada,CAN,2017.0,33.3
Switzerland,CHE,2017.0,32.7
Chile,CHL,2017.0,45.3
China,CHN,2017.0,39.1
Colombia,COL,2017.0,49.7
Costa Rica,CRI,2017.0,48.3
Cyprus,CYP,2017.0,31.4
Czechia,CZE,2017.0,24.9
Germany,DEU,2017.0,31.3
Djibouti,DJI,2017.0,41.6
Denmark,DNK,2017.0,28.7
Dominican Republic,DOM,2017.0,42.2
Ecuador,ECU,2017.0,44.7
"Egypt, Arab Rep.",EGY,2017.0,31.5
Spain,ESP,2017.0,34.7
Estonia,EST,2017.0,30.4
Finland,FIN,2017.0,27.4
France,FRA,2017.0,31.6
Gabon,GAB,2017.0,38.0
United Kingdom,GBR,2017.0,32.6
Georgia,GEO,2017.0,37.9
Greece,GRC,2017.0,34.4
Honduras,HND,2017.0,49.4
Croatia,HRV,2017.0,30.4
Hungary,HUN,2017.0,30.6
Indonesia,IDN,2017.0,36.4
Ireland,IRL,2017.0,31.4
"Iran, Islamic Rep.",IRN,2017.0,36.7
Iceland,ISL,2017.0,26.1
Israel,ISR,2017.0,38.2
Italy,ITA,2017.0,35.9
Japan,JPN,2017.0,31.8
Kazakhstan,KAZ,2017.0,27.5
Kyrgyz Republic,KGZ,2017.0,27.3
"Korea, Rep.",KOR,2017.0,34.9
Lesotho,LSO,2017.0,44.9
Lithuania,LTU,2017.0,37.3
Luxembourg,LUX,2017.0,34.5
Latvia,LVA,2017.0,35.6
Moldova,MDA,2017.0,25.9
North Macedonia,MKD,2017.0,34.2
Malta,MLT,2017.0,29.2
Myanmar,MMR,2017.0,30.7
Montenegro,MNE,2017.0,36.9
Mauritius,MUS,2017.0,36.8
Netherlands,NLD,2017.0,28.5
Norway,NOR,2017.0,27.0
Panama,PAN,2017.0,49.9
Peru,PER,2017.0,43.3
Poland,POL,2017.0,29.7
Portugal,PRT,2017.0,33.8
Paraguay,PRY,2017.0,48.5
Qatar,QAT,2017.0,35.1
Romania,ROU,2017.0,36.0
Russian Federation,RUS,2017.0,35.5
El Salvador,SLV,2017.0,38.0
Serbia,SRB,2017.0,36.1
Sao Tome and Principe,STP,2017.0,40.7
Slovak Republic,SVK,2017.0,23.2
Slovenia,SVN,2017.0,24.2
Sweden,SWE,2017.0,28.8
Thailand,THA,2017.0,36.4
Turkiye,TUR,2017.0,43.5
Ukraine,UKR,2017.0,26.0
Uruguay,URY,2017.0,39.5
United States,USA,2017.0,41.4
Kosovo,XKX,2017.0,44.2
Zimbabwe,ZWE,2017.0,44.3
Angola,AGO,2018.0,51.3
Albania,ALB,2018.0,30.1
United Arab Emirates,ARE,2018.0,26.4
Argentina,ARG,2018.0,41.7
Armenia,ARM,2018.0,34.4
Australia,AUS,2018.0,34.3
Austria,AUT,2018.0,30.8
Belgium,BEL,2018.0,27.2
Benin,BEN,2018.0,37.9
Burkina Faso,BFA,2018.0,43.0
Bulgaria,BGR,2018.0,41.3
Belarus,BLR,2018.0,25.2
Belize,BLZ,2018.0,39.9
Bolivia,BOL,2018.0,42.6
Brazil,BRA,2018.0,53.9
Canada,CAN,2018.0,32.5
Switzerland,CHE,2018.0,33.1
China,CHN,2018.0,38.5
Cote d'Ivoire,CIV,2018.0,37.2
Colombia,COL,2018.0,50.4
Costa Rica,CRI,2018.0,48.0
Cyprus,CYP,2018.0,32.7
Czechia,CZE,2018.0,25.0
Germany,DEU,2018.0,31.9
Denmark,DNK,2018.0,28.2
Dominican Republic,DOM,2018.0,43.7
Ecuador,ECU,2018.0,45.4
Spain,ESP,2018.0,34.7
Estonia,EST,2018.0,30.3
Finland,FIN,2018.0,27.3
France,FRA,2018.0,32.4
United Kingdom,GBR,2018.0,33.7
Georgia,GEO,2018.0,36.4
Guinea,GIN,2018.0,29.6
Guinea-Bissau,GNB,2018.0,34.8
Greece,GRC,2018.0,32.9
Grenada,GRD,2018.0,43.8
Honduras,HND,2018.0,48.9
Croatia,HRV,2018.0,29.7
Indonesia,IDN,2018.0,36.3
Ireland,IRL,2018.0,30.6
"Iran, Islamic Rep.",IRN,2018.0,37.4
Iceland,ISL,2018.0,26.6
Israel,ISR,2018.0,38.6
Italy,ITA,2018.0,35.2
Jamaica,JAM,2018.0,35.3
Japan,JPN,2018.0,32.9
Kazakhstan,KAZ,2018.0,27.8
Kyrgyz Republic,KGZ,2018.0,27.7
"Korea, Rep.",KOR,2018.0,33.7
Lao PDR,LAO,2018.0,38.8
Lithuania,LTU,2018.0,35.7
Luxembourg,LUX,2018.0,35.4
Latvia,LVA,2018.0,35.1
Moldova,MDA,2018.0,25.7
Mexico,MEX,2018.0,46.0
North Macedonia,MKD,2018.0,33.0
Mali,MLI,2018.0,36.0
Malta,MLT,2018.0,28.7
Montenegro,MNE,2018.0,36.8
Mongolia,MNG,2018.0,32.7
Malaysia,MYS,2018.0,41.2
Niger,NER,2018.0,37.3
Nigeria,NGA,2018.0,35.1
Netherlands,NLD,2018.0,28.1
Norway,NOR,2018.0,27.6
Pakistan,PAK,2018.0,29.6
Panama,PAN,2018.0,49.2
Peru,PER,2018.0,42.4
Philippines,PHL,2018.0,42.3
Poland,POL,2018.0,30.2
Portugal,PRT,2018.0,33.5
Paraguay,PRY,2018.0,46.0
Romania,ROU,2018.0,35.8
Russian Federation,RUS,2018.0,35.3
Senegal,SEN,2018.0,38.3
Sierra Leone,SLE,2018.0,35.7
El Salvador,SLV,2018.0,38.6
Serbia,SRB,2018.0,35.0
Slovak Republic,SVK,2018.0,25.0
Slovenia,SVN,2018.0,24.6
Sweden,SWE,2018.0,30.0
Seychelles,SYC,2018.0,32.1
Chad,TCD,2018.0,37.5
Togo,TGO,2018.0,42.5
Thailand,THA,2018.0,36.4
Turkiye,TUR,2018.0,42.4
Tanzania,TZA,2018.0,40.5
Ukraine,UKR,2018.0,26.1
Uruguay,URY,2018.0,39.7
United States,USA,2018.0,41.8
Viet Nam,VNM,2018.0,35.7
Kosovo,XKX,2018.0,44.6
Albania,ALB,2019.0,30.1
Argentina,ARG,2019.0,43.3
Armenia,ARM,2019.0,30.0
Austria,AUT,2019.0,30.2
Belgium,BEL,2019.0,27.2
Bulgaria,BGR,2019.0,40.3
Belarus,BLR,2019.0,25.3
Bolivia,BOL,2019.0,41.6
Brazil,BRA,2019.0,53.5
Canada,CAN,2019.0,31.7
Switzerland,CHE,2019.0,34.0
China,CHN,2019.0,38.2
Colombia,COL,2019.0,51.3
Costa Rica,CRI,2019.0,48.2
Cyprus,CYP,2019.0,31.2
Czechia,CZE,2019.0,25.3
Germany,DEU,2019.0,31.8
Denmark,DNK,2019.0,27.7
Dominican Republic,DOM,2019.0,41.9
Ecuador,ECU,2019.0,45.7
"Egypt, Arab Rep.",EGY,2019.0,31.9
Spain,ESP,2019.0,34.3
Estonia,EST,2019.0,30.8
Finland,FIN,2019.0,27.7
Fiji,FJI,2019.0,30.7
France,FRA,2019.0,31.2
United Kingdom,GBR,2019.0,32.8
Georgia,GEO,2019.0,35.9
Greece,GRC,2019.0,33.1
Honduras,HND,2019.0,48.2
Croatia,HRV,2019.0,28.9
Indonesia,IDN,2019.0,35.4
Ireland,IRL,2019.0,30.3
"Iran, Islamic Rep.",IRN,2019.0,36.5
Iceland,ISL,2019.0,26.8
Israel,ISR,2019.0,38.3
Italy,ITA,2019.0,34.6
Japan,JPN,2019.0,33.0
Kazakhstan,KAZ,2019.0,28.0
Kyrgyz Republic,KGZ,2019.0,29.7
Kiribati,KIR,2019.0,27.8
"Korea, Rep.",KOR,2019.0,33.2
Sri Lanka,LKA,2019.0,37.7
Lithuania,LTU,2019.0,35.3
Luxembourg,LUX,2019.0,34.2
Latvia,LVA,2019.0,34.5
Moldova,MDA,2019.0,26.0
Maldives,MDV,2019.0,29.3
Marshall Islands,MHL,2019.0,35.5
North Macedonia,MKD,2019.0,33.5
Malta,MLT,2019.0,31.0
Montenegro,MNE,2019.0,35.7
Mozambique,MOZ,2019.0,50.7
Mauritania,MRT,2019.0,32.0
Malawi,MWI,2019.0,38.5
Netherlands,NLD,2019.0,29.2
Norway,NOR,2019.0,27.7
Panama,PAN,2019.0,49.8
Peru,PER,2019.0,41.5
Poland,POL,2019.0,28.8
Portugal,PRT,2019.0,32.8
Paraguay,PRY,2019.0,45.7
Romania,ROU,2019.0,34.8
Russian Federation,RUS,2019.0,35.7
El Salvador,SLV,2019.0,38.8
Serbia,SRB,2019.0,34.5
Slovak Republic,SVK,2019.0,23.2
Slovenia,SVN,2019.0,24.4
Sweden,SWE,2019.0,29.3
Thailand,THA,2019.0,34.9
Turkiye,TUR,2019.0,43.8
Uganda,UGA,2019.0,42.7
Ukraine,UKR,2019.0,26.6
Uruguay,URY,2019.0,39.7
United States,USA,2019.0,41.9
Vanuatu,VUT,2019.0,32.3
Kosovo,XKX,2019.0,40.2
Zimbabwe,ZWE,2019.0,50.3
Albania,ALB,2020.0,29.4
Argentina,ARG,2020.0,42.7
Armenia,ARM,2020.0,25.1
Australia,AUS,2020.0,33.8
Austria,AUT,2020.0,29.8
Burundi,BDI,2020.0,37.5
Belgium,BEL,2020.0,26.0
Bulgaria,BGR,2020.0,40.5
Belarus,BLR,2020.0,24.4
Bolivia,BOL,2020.0,43.6
Brazil,BRA,2020.0,48.9
Canada,CAN,2020.0,29.9
Switzerland,CHE,2020.0,33.7
Chile,CHL,2020.0,47.0
China,CHN,2020.0,37.1
"Congo, Dem. Rep.",COD,2020.0,44.7
Colombia,COL,2020.0,53.5
Costa Rica,CRI,2020.0,49.2
Cyprus,CYP,2020.0,31.7
Czechia,CZE,2020.0,26.2
Germany,DEU,2020.0,32.4
Denmark,DNK,2020.0,27.5
Dominican Republic,DOM,2020.0,39.6
Ecuador,ECU,2020.0,47.3
Spain,ESP,2020.0,34.9
Estonia,EST,2020.0,30.7
Finland,FIN,2020.0,27.1
France,FRA,2020.0,30.7
United Kingdom,GBR,2020.0,32.6
Georgia,GEO,2020.0,34.5
"Gambia, The",GMB,2020.0,38.8
Greece,GRC,2020.0,33.6
Croatia,HRV,2020.0,29.5
Indonesia,IDN,2020.0,35.3
Ireland,IRL,2020.0,29.2
"Iran, Islamic Rep.",IRN,2020.0,35.8
Israel,ISR,2020.0,37.8
Italy,ITA,2020.0,35.2
Japan,JPN,2020.0,32.3
Kazakhstan,KAZ,2020.0,28.7
Kenya,KEN,2020.0,36.2
Kyrgyz Republic,KGZ,2020.0,29.0
"Korea, Rep.",KOR,2020.0,32.7
Lithuania,LTU,2020.0,36.0
Luxembourg,LUX,2020.0,33.4
Latvia,LVA,2020.0,35.7
Moldova,MDA,2020.0,25.0
Mexico,MEX,2020.0,44.6
Malta,MLT,2020.0,31.4
Montenegro,MNE,2020.0,35.4
Netherlands,NLD,2020.0,26.0
Norway,NOR,2020.0,28.4
Peru,PER,2020.0,43.7
Poland,POL,2020.0,28.5
Portugal,PRT,2020.0,34.7
Paraguay,PRY,2020.0,43.5
Romania,ROU,2020.0,34.6
Russian Federation,RUS,2020.0,33.7
Serbia,SRB,2020.0,35.0
Slovak Republic,SVK,2020.0,24.2
Slovenia,SVN,2020.0,24.0
Sweden,SWE,2020.0,28.9
Thailand,THA,2020.0,35.0
Turkiye,TUR,2020.0,43.0
Ukraine,UKR,2020.0,25.6
Uruguay,URY,2020.0,40.2
United States,USA,2020.0,40.0
Viet Nam,VNM,2020.0,36.8
Kosovo,XKX,2020.0,57.4
Argentina,ARG,2021.0,42.4
Armenia,ARM,2021.0,27.9
Austria,AUT,2021.0,30.7
Belgium,BEL,2021.0,26.6
Benin,BEN,2021.0,34.4
Burkina Faso,BFA,2021.0,37.4
Bulgaria,BGR,2021.0,39.0
Bolivia,BOL,2021.0,40.9
Brazil,BRA,2021.0,52.9
Central African Republic,CAF,2021.0,43.0
Canada,CAN,2021.0,31.1
Switzerland,CHE,2021.0,33.8
China,CHN,2021.0,35.7
Cote d'Ivoire,CIV,2021.0,35.3
Cameroon,CMR,2021.0,42.2
Colombia,COL,2021.0,55.1
Costa Rica,CRI,2021.0,48.7
Cyprus,CYP,2021.0,31.3
Czechia,CZE,2021.0,26.2
Denmark,DNK,2021.0,28.3
Dominican Republic,DOM,2021.0,38.5
Ecuador,ECU,2021.0,45.8
"Egypt, Arab Rep.",EGY,2021.0,28.5
Spain,ESP,2021.0,33.9
Estonia,EST,2021.0,31.8
Ethiopia,ETH,2021.0,31.1
Finland,FIN,2021.0,27.7
France,FRA,2021.0,31.5
United Kingdom,GBR,2021.0,32.4
Georgia,GEO,2021.0,34.2
Guinea-Bissau,GNB,2021.0,33.4
Greece,GRC,2021.0,32.9
Croatia,HRV,2021.0,28.9
Indonesia,IDN,2021.0,35.5
Ireland,IRL,2021.0,29.4
"Iran, Islamic Rep.",IRN,2021.0,35.5
Israel,ISR,2021.0,37.9
Italy,ITA,2021.0,34.8
Jamaica,JAM,2021.0,39.9
Kazakhstan,KAZ,2021.0,29.2
Kenya,KEN,2021.0,38.7
Kyrgyz Republic,KGZ,2021.0,28.8
"Korea, Rep.",KOR,2021.0,32.9
Lithuania,LTU,2021.0,36.7
Luxembourg,LUX,2021.0,32.7
Latvia,LVA,2021.0,34.3
Moldova,MDA,2021.0,25.7
Madagascar,MDG,2021.0,36.8
Mali,MLI,2021.0,35.7
Malta,MLT,2021.0,31.6
Montenegro,MNE,2021.0,34.3
Malaysia,MYS,2021.0,40.7
Niger,NER,2021.0,32.9
Netherlands,NLD,2021.0,25.7
Norway,NOR,2021.0,29.1
Panama,PAN,2021.0,50.9
Peru,PER,2021.0,40.1
Philippines,PHL,2021.0,40.7
Poland,POL,2021.0,28.5
Portugal,PRT,2021.0,34.6
Paraguay,PRY,2021.0,42.9
Romania,ROU,2021.0,33.9
Russian Federation,RUS,2021.0,35.1
Senegal,SEN,2021.0,36.2
El Salvador,SLV,2021.0,39.0
Serbia,SRB,2021.0,33.1
Slovak Republic,SVK,2021.0,24.1
Slovenia,SVN,2021.0,24.3
Sweden,SWE,2021.0,29.8
Togo,TGO,2021.0,37.9
Thailand,THA,2021.0,34.9
Tajikistan,TJK,2021.0,32.4
Tonga,TON,2021.0,27.1
Tunisia,TUN,2021.0,33.7
Turkiye,TUR,2021.0,44.4
Uruguay,URY,2021.0,40.8
