country,country_code,year,gini,Region,income_group
Indonesia,IDN,2004.0,30.4,East Asia & Pacific,Upper middle income
India,IND,2004.0,27.7,South Asia,Lower middle income
Ireland,IRL,2004.0,33.6,Europe & Central Asia,High income
Iceland,ISL,2004.0,28.0,Europe & Central Asia,High income
Israel,ISR,2004.0,41.5,Middle East & North Africa,High income
Italy,ITA,2004.0,34.3,Europe & Central Asia,High income
Jamaica,JAM,2004.0,45.5,Latin America & Caribbean,Upper middle income
Kazakhstan,KAZ,2004.0,31.8,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2004.0,34.8,Europe & Central Asia,Lower middle income
Lithuania,LTU,2004.0,37.0,Europe & Central Asia,High income
Luxembourg,LUX,2004.0,30.2,Europe & Central Asia,High income
Latvia,LVA,2004.0,36.4,Europe & Central Asia,High income
Moldova,MDA,2004.0,35.0,Europe & Central Asia,Upper middle income
Mexico,MEX,2004.0,50.3,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2004.0,38.4,Europe & Central Asia,Upper middle income
Mauritania,MRT,2004.0,40.2,Sub-Saharan Africa,Lower middle income
Malawi,MWI,2004.0,39.9,Sub-Saharan Africa,Low income
Netherlands,NLD,2004.0,29.8,Europe & Central Asia,High income
Norway,NOR,2004.0,31.6,Europe & Central Asia,High income
Pakistan,PAK,2004.0,30.9,Middle East & North Africa,Lower middle income
Panama,PAN,2004.0,54.8,Latin America & Caribbean,High income
Peru,PER,2004.0,49.9,Latin America & Caribbean,Upper middle income
Poland,POL,2004.0,38.0,Europe & Central Asia,High income
Portugal,PRT,2004.0,38.9,Europe & Central Asia,High income
Paraguay,PRY,2004.0,52.3,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2004.0,34.0,Middle East & North Africa,Lower middle income
Romania,ROU,2004.0,30.0,Europe & Central Asia,High income
Russian Federation,RUS,2004.0,40.3,Europe & Central Asia,High income
El Salvador,SLV,2004.0,47.8,Latin America & Caribbean,Upper middle income
Serbia,SRB,2004.0,35.5,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2004.0,27.1,Europe & Central Asia,High income
Slovenia,SVN,2004.0,24.8,Europe & Central Asia,High income
Sweden,SWE,2004.0,26.1,Europe & Central Asia,High income
Thailand,THA,2004.0,42.5,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2004.0,33.6,Europe & Central Asia,Lower middle income
Turkiye,TUR,2004.0,41.3,Europe & Central Asia,Upper middle income
Ukraine,UKR,2004.0,28.9,Europe & Central Asia,Upper middle income
Uruguay,URY,2004.0,45.9,Latin America & Caribbean,High income
United States,USA,2004.0,40.5,North America,High income
"Venezuela, RB",VEN,2004.0,47.3,Latin America & Caribbean,
Viet Nam,VNM,2004.0,36.8,East Asia & Pacific,Lower middle income
Zambia,ZMB,2004.0,54.3,Sub-Saharan Africa,Lower middle income
Albania,ALB,2005.0,30.6,Europe & Central Asia,Upper middle income
Argentina,ARG,2005.0,47.8,Latin America & Caribbean,Upper middle income
Armenia,ARM,2005.0,36.0,Europe & Central Asia,Upper middle income
Austria,AUT,2005.0,28.7,Europe & Central Asia,High income
Azerbaijan,AZE,2005.0,26.6,Europe & Central Asia,Upper middle income
Belgium,BEL,2005.0,29.3,Europe & Central Asia,High income
Bangladesh,BGD,2005.0,33.2,South Asia,Lower middle income
Belarus,BLR,2005.0,27.6,Europe & Central Asia,Upper middle income
Bolivia,BOL,2005.0,58.5,Latin America & Caribbean,Lower middle income
Brazil,BRA,2005.0,56.3,Latin America & Caribbean,Upper middle income
Canada,CAN,2005.0,33.6,North America,High income
China,CHN,2005.0,40.9,East Asia & Pacific,Upper middle income
"Congo, Rep.",COG,2005.0,47.3,Sub-Saharan Africa,Lower middle income
Colombia,COL,2005.0,53.9,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2005.0,47.5,Latin America & Caribbean,High income
Cyprus,CYP,2005.0,30.3,Europe & Central Asia,High income
Czechia,CZE,2005.0,26.9,Europe & Central Asia,High income
Germany,DEU,2005.0,31.7,Europe & Central Asia,High income
Denmark,DNK,2005.0,25.2,Europe & Central Asia,High income
Dominican Republic,DOM,2005.0,50.0,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2005.0,53.1,Latin America & Caribbean,Upper middle income
Spain,ESP,2005.0,32.4,Europe & Central Asia,High income
Estonia,EST,2005.0,33.4,Europe & Central Asia,High income
Finland,FIN,2005.0,27.6,Europe & Central Asia,High income
France,FRA,2005.0,29.8,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2005.0,42.4,East Asia & Pacific,Lower middle income
Gabon,GAB,2005.0,42.2,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2005.0,35.5,Europe & Central Asia,High income
Georgia,GEO,2005.0,37.4,Europe & Central Asia,Upper middle income
Ghana,GHA,2005.0,42.8,Sub-Saharan Africa,Lower middle income
Greece,GRC,2005.0,34.6,Europe & Central Asia,High income
Honduras,HND,2005.0,59.5,Latin America & Caribbean,Lower middle income
Hungary,HUN,2005.0,34.7,Europe & Central Asia,High income
Indonesia,IDN,2005.0,29.9,East Asia & Pacific,Upper middle income
Ireland,IRL,2005.0,33.8,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2005.0,43.6,Middle East & North Africa,Upper middle income
Iceland,ISL,2005.0,29.0,Europe & Central Asia,High income
Israel,ISR,2005.0,42.3,Middle East & North Africa,High income
Italy,ITA,2005.0,33.8,Europe & Central Asia,High income
Kazakhstan,KAZ,2005.0,39.8,Europe & Central Asia,Upper middle income
Kenya,KEN,2005.0,46.4,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2005.0,32.6,Europe & Central Asia,Lower middle income
Lithuania,LTU,2005.0,35.3,Europe & Central Asia,High income
Luxembourg,LUX,2005.0,30.8,Europe & Central Asia,High income
Latvia,LVA,2005.0,39.0,Europe & Central Asia,High income
Moldova,MDA,2005.0,36.3,Europe & Central Asia,Upper middle income
Madagascar,MDG,2005.0,39.9,Sub-Saharan Africa,Low income
Mexico,MEX,2005.0,50.9,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2005.0,39.3,Europe & Central Asia,Upper middle income
Montenegro,MNE,2005.0,30.2,Europe & Central Asia,Upper middle income
Niger,NER,2005.0,44.4,Sub-Saharan Africa,Low income
Nicaragua,NIC,2005.0,48.8,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2005.0,29.0,Europe & Central Asia,High income
Norway,NOR,2005.0,30.6,Europe & Central Asia,High income
Pakistan,PAK,2005.0,31.3,Middle East & North Africa,Lower middle income
Panama,PAN,2005.0,53.8,Latin America & Caribbean,High income
Peru,PER,2005.0,50.4,Latin America & Caribbean,Upper middle income
Poland,POL,2005.0,35.8,Europe & Central Asia,High income
Portugal,PRT,2005.0,38.5,Europe & Central Asia,High income
Paraguay,PRY,2005.0,51.4,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2005.0,34.7,Middle East & North Africa,Lower middle income
Romania,ROU,2005.0,29.8,Europe & Central Asia,High income
Russian Federation,RUS,2005.0,41.3,Europe & Central Asia,High income
Rwanda,RWA,2005.0,52.0,Sub-Saharan Africa,Low income
Senegal,SEN,2005.0,39.2,Sub-Saharan Africa,Lower middle income
Solomon Islands,SLB,2005.0,46.1,East Asia & Pacific,Lower middle income
El Salvador,SLV,2005.0,48.5,Latin America & Caribbean,Upper middle income
Serbia,SRB,2005.0,36.5,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2005.0,29.3,Europe & Central Asia,High income
Slovenia,SVN,2005.0,24.6,Europe & Central Asia,High income
Sweden,SWE,2005.0,26.8,Europe & Central Asia,High income
Tunisia,TUN,2005.0,37.7,Middle East & North Africa,Lower middle income
Turkiye,TUR,2005.0,42.6,Europe & Central Asia,Upper middle income
Uganda,UGA,2005.0,42.9,Sub-Saharan Africa,Low income
Ukraine,UKR,2005.0,29.0,Europe & Central Asia,Upper middle income
Uruguay,URY,2005.0,44.7,Latin America & Caribbean,High income
United States,USA,2005.0,41.3,North America,High income
"Venezuela, RB",VEN,2005.0,49.3,Latin America & Caribbean,
Kosovo,XKX,2005.0,31.2,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2005.0,34.7,Middle East & North Africa,Low income
South Africa,ZAF,2005.0,64.8,Sub-Saharan Africa,Upper middle income
Argentina,ARG,2006.0,46.4,Latin America & Caribbean,Upper middle income
Armenia,ARM,2006.0,29.7,Europe & Central Asia,Upper middle income
Austria,AUT,2006.0,29.6,Europe & Central Asia,High income
Burundi,BDI,2006.0,33.4,Sub-Saharan Africa,Low income
Belgium,BEL,2006.0,28.1,Europe & Central Asia,High income
Bulgaria,BGR,2006.0,35.7,Europe & Central Asia,High income
Belarus,BLR,2006.0,28.3,Europe & Central Asia,Upper middle income
Bolivia,BOL,2006.0,56.7,Latin America & Caribbean,Lower middle income
Brazil,BRA,2006.0,55.6,Latin America & Caribbean,Upper middle income
Canada,CAN,2006.0,34.1,North America,High income
Switzerland,CHE,2006.0,33.9,Europe & Central Asia,High income
Chile,CHL,2006.0,47.7,Latin America & Caribbean,High income
Costa Rica,CRI,2006.0,49.3,Latin America & Caribbean,High income
Cyprus,CYP,2006.0,31.1,Europe & Central Asia,High income
Czechia,CZE,2006.0,26.7,Europe & Central Asia,High income
Germany,DEU,2006.0,31.0,Europe & Central Asia,High income
Denmark,DNK,2006.0,25.9,Europe & Central Asia,High income
Dominican Republic,DOM,2006.0,52.0,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2006.0,52.3,Latin America & Caribbean,Upper middle income
Spain,ESP,2006.0,33.5,Europe & Central Asia,High income
Estonia,EST,2006.0,33.7,Europe & Central Asia,High income
Finland,FIN,2006.0,28.0,Europe & Central Asia,High income
France,FRA,2006.0,29.7,Europe & Central Asia,High income
United Kingdom,GBR,2006.0,35.9,Europe & Central Asia,High income
Georgia,GEO,2006.0,36.9,Europe & Central Asia,Upper middle income
Greece,GRC,2006.0,35.1,Europe & Central Asia,High income
Guatemala,GTM,2006.0,54.5,Latin America & Caribbean,Upper middle income
Honduras,HND,2006.0,57.5,Latin America & Caribbean,Lower middle income
Hungary,HUN,2006.0,28.3,Europe & Central Asia,High income
Indonesia,IDN,2006.0,31.5,East Asia & Pacific,Upper middle income
Ireland,IRL,2006.0,32.7,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2006.0,44.8,Middle East & North Africa,Upper middle income
Iraq,IRQ,2006.0,28.6,Middle East & North Africa,Upper middle income
Iceland,ISL,2006.0,30.2,Europe & Central Asia,High income
Israel,ISR,2006.0,41.6,Middle East & North Africa,High income
Italy,ITA,2006.0,33.7,Europe & Central Asia,High income
Jordan,JOR,2006.0,33.9,Middle East & North Africa,Lower middle income
Kazakhstan,KAZ,2006.0,30.2,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2006.0,37.4,Europe & Central Asia,Lower middle income
Kiribati,KIR,2006.0,37.0,East Asia & Pacific,Lower middle income
"Korea, Rep.",KOR,2006.0,31.7,East Asia & Pacific,High income
Sri Lanka,LKA,2006.0,39.7,South Asia,Lower middle income
Lithuania,LTU,2006.0,34.4,Europe & Central Asia,High income
Luxembourg,LUX,2006.0,30.9,Europe & Central Asia,High income
Latvia,LVA,2006.0,35.6,Europe & Central Asia,High income
Morocco,MAR,2006.0,40.7,Middle East & North Africa,Lower middle income
Moldova,MDA,2006.0,35.4,Europe & Central Asia,Upper middle income
Mexico,MEX,2006.0,49.7,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2006.0,42.6,Europe & Central Asia,Upper middle income
Mali,MLI,2006.0,38.9,Sub-Saharan Africa,Low income
Malta,MLT,2006.0,28.0,Middle East & North Africa,High income
Montenegro,MNE,2006.0,30.0,Europe & Central Asia,Upper middle income
Mauritius,MUS,2006.0,35.7,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,2006.0,44.8,East Asia & Pacific,Upper middle income
Netherlands,NLD,2006.0,30.0,Europe & Central Asia,High income
Norway,NOR,2006.0,26.4,Europe & Central Asia,High income
Panama,PAN,2006.0,54.6,Latin America & Caribbean,High income
Peru,PER,2006.0,50.3,Latin America & Caribbean,Upper middle income
Philippines,PHL,2006.0,47.2,East Asia & Pacific,Lower middle income
Poland,POL,2006.0,34.7,Europe & Central Asia,High income
Portugal,PRT,2006.0,38.1,Europe & Central Asia,High income
Paraguay,PRY,2006.0,53.0,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2006.0,34.0,Middle East & North Africa,Lower middle income
Romania,ROU,2006.0,39.6,Europe & Central Asia,High income
Russian Federation,RUS,2006.0,41.0,Europe & Central Asia,High income
El Salvador,SLV,2006.0,45.7,Latin America & Caribbean,Upper middle income
Serbia,SRB,2006.0,29.7,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2006.0,25.8,Europe & Central Asia,High income
Slovenia,SVN,2006.0,24.4,Europe & Central Asia,High income
Sweden,SWE,2006.0,26.4,Europe & Central Asia,High income
Seychelles,SYC,2006.0,42.8,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2006.0,40.1,Middle East & North Africa,Low income
Togo,TGO,2006.0,42.2,Sub-Saharan Africa,Low income
Thailand,THA,2006.0,41.8,East Asia & Pacific,Upper middle income
Turkiye,TUR,2006.0,39.6,Europe & Central Asia,Upper middle income
Ukraine,UKR,2006.0,29.8,Europe & Central Asia,Upper middle income
Uruguay,URY,2006.0,45.9,Latin America & Caribbean,High income
United States,USA,2006.0,41.7,North America,High income
"Venezuela, RB",VEN,2006.0,44.7,Latin America & Caribbean,
Viet Nam,VNM,2006.0,35.8,East Asia & Pacific,Lower middle income
Kosovo,XKX,2006.0,30.3,Europe & Central Asia,Upper middle income
Zambia,ZMB,2006.0,54.6,Sub-Saharan Africa,Lower middle income
Argentina,ARG,2007.0,46.3,Latin America & Caribbean,Upper middle income
Armenia,ARM,2007.0,31.2,Europe & Central Asia,Upper middle income
Austria,AUT,2007.0,30.6,Europe & Central Asia,High income
Belgium,BEL,2007.0,29.2,Europe & Central Asia,High income
Bulgaria,BGR,2007.0,36.1,Europe & Central Asia,High income
Bosnia and Herzegovina,BIH,2007.0,33.1,Europe & Central Asia,Upper middle income
Belarus,BLR,2007.0,29.6,Europe & Central Asia,Upper middle income
Bolivia,BOL,2007.0,54.5,Latin America & Caribbean,Lower middle income
Brazil,BRA,2007.0,54.9,Latin America & Caribbean,Upper middle income
Bhutan,BTN,2007.0,38.1,South Asia,Lower middle income
Canada,CAN,2007.0,33.8,North America,High income
Switzerland,CHE,2007.0,34.3,Europe & Central Asia,High income
Cameroon,CMR,2007.0,42.8,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2007.0,47.2,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2007.0,49.3,Latin America & Caribbean,High income
Cyprus,CYP,2007.0,31.1,Europe & Central Asia,High income
Czechia,CZE,2007.0,26.0,Europe & Central Asia,High income
Germany,DEU,2007.0,31.2,Europe & Central Asia,High income
Denmark,DNK,2007.0,26.2,Europe & Central Asia,High income
Dominican Republic,DOM,2007.0,48.9,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2007.0,53.4,Latin America & Caribbean,Upper middle income
Spain,ESP,2007.0,34.1,Europe & Central Asia,High income
Estonia,EST,2007.0,31.2,Europe & Central Asia,High income
Finland,FIN,2007.0,28.3,Europe & Central Asia,High income
France,FRA,2007.0,32.4,Europe & Central Asia,High income
United Kingdom,GBR,2007.0,34.4,Europe & Central Asia,High income
Georgia,GEO,2007.0,38.1,Europe & Central Asia,Upper middle income
Guinea,GIN,2007.0,39.4,Sub-Saharan Africa,Lower middle income
Greece,GRC,2007.0,34.0,Europe & Central Asia,High income
Honduras,HND,2007.0,55.8,Latin America & Caribbean,Lower middle income
Hungary,HUN,2007.0,27.9,Europe & Central Asia,High income
Indonesia,IDN,2007.0,33.2,East Asia & Pacific,Upper middle income
Ireland,IRL,2007.0,31.9,Europe & Central Asia,High income
Iceland,ISL,2007.0,29.5,Europe & Central Asia,High income
Israel,ISR,2007.0,41.1,Middle East & North Africa,High income
Italy,ITA,2007.0,32.9,Europe & Central Asia,High income
Kazakhstan,KAZ,2007.0,30.1,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2007.0,33.9,Europe & Central Asia,Lower middle income
Lao PDR,LAO,2007.0,35.4,East Asia & Pacific,Lower middle income
Liberia,LBR,2007.0,36.4,Sub-Saharan Africa,Low income
Lithuania,LTU,2007.0,34.8,Europe & Central Asia,High income
Luxembourg,LUX,2007.0,31.1,Europe & Central Asia,High income
Latvia,LVA,2007.0,37.5,Europe & Central Asia,High income
Moldova,MDA,2007.0,34.4,Europe & Central Asia,Upper middle income
Malta,MLT,2007.0,29.2,Middle East & North Africa,High income
Montenegro,MNE,2007.0,31.4,Europe & Central Asia,Upper middle income
Mongolia,MNG,2007.0,35.8,East Asia & Pacific,Upper middle income
Niger,NER,2007.0,37.3,Sub-Saharan Africa,Low income
Netherlands,NLD,2007.0,29.6,Europe & Central Asia,High income
Norway,NOR,2007.0,27.1,Europe & Central Asia,High income
Pakistan,PAK,2007.0,29.7,Middle East & North Africa,Lower middle income
Panama,PAN,2007.0,52.7,Latin America & Caribbean,High income
Peru,PER,2007.0,50.0,Latin America & Caribbean,Upper middle income
Poland,POL,2007.0,34.0,Europe & Central Asia,High income
Portugal,PRT,2007.0,36.8,Europe & Central Asia,High income
Paraguay,PRY,2007.0,53.0,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2007.0,35.6,Middle East & North Africa,Lower middle income
Romania,ROU,2007.0,37.5,Europe & Central Asia,High income
Russian Federation,RUS,2007.0,42.3,Europe & Central Asia,High income
El Salvador,SLV,2007.0,45.2,Latin America & Caribbean,Upper middle income
Serbia,SRB,2007.0,28.7,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2007.0,24.7,Europe & Central Asia,High income
Slovenia,SVN,2007.0,24.4,Europe & Central Asia,High income
Sweden,SWE,2007.0,27.1,Europe & Central Asia,High income
Thailand,THA,2007.0,39.8,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2007.0,32.2,Europe & Central Asia,Lower middle income
Timor-Leste,TLS,2007.0,27.8,East Asia & Pacific,Lower middle income
Turkiye,TUR,2007.0,38.4,Europe & Central Asia,Upper middle income
Tanzania,TZA,2007.0,40.3,Sub-Saharan Africa,Lower middle income
Ukraine,UKR,2007.0,27.0,Europe & Central Asia,Upper middle income
Uruguay,URY,2007.0,46.4,Latin America & Caribbean,High income
United States,USA,2007.0,41.1,North America,High income
Angola,AGO,2008.0,42.7,Sub-Saharan Africa,Lower middle income
Albania,ALB,2008.0,30.0,Europe & Central Asia,Upper middle income
Argentina,ARG,2008.0,45.0,Latin America & Caribbean,Upper middle income
Armenia,ARM,2008.0,29.2,Europe & Central Asia,Upper middle income
Australia,AUS,2008.0,35.4,East Asia & Pacific,High income
Austria,AUT,2008.0,30.4,Europe & Central Asia,High income
Belgium,BEL,2008.0,28.4,Europe & Central Asia,High income
Bulgaria,BGR,2008.0,33.6,Europe & Central Asia,High income
Belarus,BLR,2008.0,27.8,Europe & Central Asia,Upper middle income
Bolivia,BOL,2008.0,50.8,Latin America & Caribbean,Lower middle income
Brazil,BRA,2008.0,54.0,Latin America & Caribbean,Upper middle income
Central African Republic,CAF,2008.0,56.2,Sub-Saharan Africa,Low income
Canada,CAN,2008.0,33.9,North America,High income
Switzerland,CHE,2008.0,33.8,Europe & Central Asia,High income
China,CHN,2008.0,43.0,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2008.0,43.2,Sub-Saharan Africa,Lower middle income
Colombia,COL,2008.0,55.3,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2008.0,48.6,Latin America & Caribbean,High income
Cyprus,CYP,2008.0,31.7,Europe & Central Asia,High income
Czechia,CZE,2008.0,26.3,Europe & Central Asia,High income
Germany,DEU,2008.0,30.8,Europe & Central Asia,High income
Denmark,DNK,2008.0,25.2,Europe & Central Asia,High income
Dominican Republic,DOM,2008.0,48.1,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2008.0,49.8,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2008.0,31.1,Middle East & North Africa,Lower middle income
Spain,ESP,2008.0,34.2,Europe & Central Asia,High income
Estonia,EST,2008.0,31.9,Europe & Central Asia,High income
Finland,FIN,2008.0,27.8,Europe & Central Asia,High income
Fiji,FJI,2008.0,40.4,East Asia & Pacific,Upper middle income
France,FRA,2008.0,33.0,Europe & Central Asia,High income
United Kingdom,GBR,2008.0,35.4,Europe & Central Asia,High income
Georgia,GEO,2008.0,38.5,Europe & Central Asia,Upper middle income
Greece,GRC,2008.0,33.6,Europe & Central Asia,High income
Honduras,HND,2008.0,55.5,Latin America & Caribbean,Lower middle income
Croatia,HRV,2008.0,33.7,Europe & Central Asia,High income
Hungary,HUN,2008.0,27.5,Europe & Central Asia,High income
Indonesia,IDN,2008.0,32.6,East Asia & Pacific,Upper middle income
Ireland,IRL,2008.0,30.9,Europe & Central Asia,High income
Iceland,ISL,2008.0,31.8,Europe & Central Asia,High income
Israel,ISR,2008.0,41.6,Middle East & North Africa,High income
Italy,ITA,2008.0,33.8,Europe & Central Asia,High income
Jordan,JOR,2008.0,32.6,Middle East & North Africa,Lower middle income
Japan,JPN,2008.0,34.6,East Asia & Pacific,High income
Kazakhstan,KAZ,2008.0,28.5,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2008.0,31.5,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2008.0,32.3,East Asia & Pacific,High income
Lithuania,LTU,2008.0,35.7,Europe & Central Asia,High income
Luxembourg,LUX,2008.0,32.6,Europe & Central Asia,High income
Latvia,LVA,2008.0,37.2,Europe & Central Asia,High income
Moldova,MDA,2008.0,34.7,Europe & Central Asia,Upper middle income
Mexico,MEX,2008.0,50.8,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2008.0,46.1,Europe & Central Asia,Upper middle income
Malta,MLT,2008.0,29.0,Middle East & North Africa,High income
Montenegro,MNE,2008.0,30.5,Europe & Central Asia,Upper middle income
Mozambique,MOZ,2008.0,45.5,Sub-Saharan Africa,Low income
Mauritania,MRT,2008.0,35.7,Sub-Saharan Africa,Lower middle income
Malaysia,MYS,2008.0,45.5,East Asia & Pacific,Upper middle income
Netherlands,NLD,2008.0,29.3,Europe & Central Asia,High income
Norway,NOR,2008.0,27.0,Europe & Central Asia,High income
Panama,PAN,2008.0,52.7,Latin America & Caribbean,High income
Peru,PER,2008.0,47.5,Latin America & Caribbean,Upper middle income
Poland,POL,2008.0,33.5,Europe & Central Asia,High income
Portugal,PRT,2008.0,36.6,Europe & Central Asia,High income
Paraguay,PRY,2008.0,50.7,Latin America & Caribbean,Upper middle income
Romania,ROU,2008.0,36.4,Europe & Central Asia,High income
Russian Federation,RUS,2008.0,41.6,Europe & Central Asia,High income
El Salvador,SLV,2008.0,46.9,Latin America & Caribbean,Upper middle income
Serbia,SRB,2008.0,27.6,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2008.0,26.0,Europe & Central Asia,High income
Slovenia,SVN,2008.0,23.7,Europe & Central Asia,High income
Sweden,SWE,2008.0,28.1,Europe & Central Asia,High income
Thailand,THA,2008.0,40.3,East Asia & Pacific,Upper middle income
Turkiye,TUR,2008.0,39.0,Europe & Central Asia,Upper middle income
Ukraine,UKR,2008.0,26.6,Europe & Central Asia,Upper middle income
Uruguay,URY,2008.0,45.1,Latin America & Caribbean,High income
United States,USA,2008.0,41.1,North America,High income
Viet Nam,VNM,2008.0,35.6,East Asia & Pacific,Lower middle income
Samoa,WSM,2008.0,42.0,East Asia & Pacific,Upper middle income
South Africa,ZAF,2008.0,63.0,Sub-Saharan Africa,Upper middle income
Argentina,ARG,2009.0,43.8,Latin America & Caribbean,Upper middle income
Armenia,ARM,2009.0,28.0,Europe & Central Asia,Upper middle income
Austria,AUT,2009.0,31.5,Europe & Central Asia,High income
Belgium,BEL,2009.0,28.6,Europe & Central Asia,High income
Burkina Faso,BFA,2009.0,39.8,Sub-Saharan Africa,Low income
Bulgaria,BGR,2009.0,33.8,Europe & Central Asia,High income
Belarus,BLR,2009.0,27.7,Europe & Central Asia,Upper middle income
Bolivia,BOL,2009.0,49.2,Latin America & Caribbean,Lower middle income
Brazil,BRA,2009.0,53.7,Latin America & Caribbean,Upper middle income
Botswana,BWA,2009.0,56.9,Sub-Saharan Africa,Upper middle income
Canada,CAN,2009.0,34.0,North America,High income
Switzerland,CHE,2009.0,32.9,Europe & Central Asia,High income
Chile,CHL,2009.0,47.4,Latin America & Caribbean,High income
Colombia,COL,2009.0,54.3,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2009.0,50.6,Latin America & Caribbean,High income
Cyprus,CYP,2009.0,32.1,Europe & Central Asia,High income
Czechia,CZE,2009.0,26.2,Europe & Central Asia,High income
Germany,DEU,2009.0,30.5,Europe & Central Asia,High income
Denmark,DNK,2009.0,26.7,Europe & Central Asia,High income
Dominican Republic,DOM,2009.0,48.9,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2009.0,48.5,Latin America & Caribbean,Upper middle income
Spain,ESP,2009.0,34.9,Europe & Central Asia,High income
Estonia,EST,2009.0,31.4,Europe & Central Asia,High income
Finland,FIN,2009.0,27.5,Europe & Central Asia,High income
France,FRA,2009.0,32.7,Europe & Central Asia,High income
United Kingdom,GBR,2009.0,35.1,Europe & Central Asia,High income
Georgia,GEO,2009.0,38.2,Europe & Central Asia,Upper middle income
Greece,GRC,2009.0,33.6,Europe & Central Asia,High income
Honduras,HND,2009.0,51.3,Latin America & Caribbean,Lower middle income
Croatia,HRV,2009.0,32.6,Europe & Central Asia,High income
Hungary,HUN,2009.0,27.0,Europe & Central Asia,High income
Indonesia,IDN,2009.0,33.4,East Asia & Pacific,Upper middle income
India,IND,2009.0,27.8,South Asia,Lower middle income
Ireland,IRL,2009.0,32.7,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2009.0,42.1,Middle East & North Africa,Upper middle income
Iceland,ISL,2009.0,28.7,Europe & Central Asia,High income
Israel,ISR,2009.0,42.6,Middle East & North Africa,High income
Italy,ITA,2009.0,33.8,Europe & Central Asia,High income
Japan,JPN,2009.0,33.0,East Asia & Pacific,High income
Kazakhstan,KAZ,2009.0,28.2,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2009.0,29.9,Europe & Central Asia,Lower middle income
Sri Lanka,LKA,2009.0,36.1,South Asia,Lower middle income
Lithuania,LTU,2009.0,37.2,Europe & Central Asia,High income
Luxembourg,LUX,2009.0,31.2,Europe & Central Asia,High income
Latvia,LVA,2009.0,35.9,Europe & Central Asia,High income
Moldova,MDA,2009.0,32.9,Europe & Central Asia,Upper middle income
Maldives,MDV,2009.0,38.4,South Asia,Upper middle income
North Macedonia,MKD,2009.0,42.8,Europe & Central Asia,Upper middle income
Mali,MLI,2009.0,33.0,Sub-Saharan Africa,Low income
Malta,MLT,2009.0,30.2,Middle East & North Africa,High income
Montenegro,MNE,2009.0,31.0,Europe & Central Asia,Upper middle income
Namibia,NAM,2009.0,61.0,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2009.0,43.9,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2009.0,27.9,Europe & Central Asia,High income
Norway,NOR,2009.0,26.2,Europe & Central Asia,High income
Panama,PAN,2009.0,51.8,Latin America & Caribbean,High income
Peru,PER,2009.0,47.0,Latin America & Caribbean,Upper middle income
Philippines,PHL,2009.0,46.3,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,2009.0,41.9,East Asia & Pacific,Lower middle income
Poland,POL,2009.0,33.4,Europe & Central Asia,High income
